proportion,n,coverage rate,avg length,method,F1 score
0.7,100,1.0,10.493159279857977,MLE,0.6666666666666666
0.7,100,1.0,6787.861257415731,Data splitting,0.4
0.7,100,1.0,6.08485148083774,Naive,0.6666666666666666
0.7,100,0.125,12.436549981914721,MLE,0.0
0.7,100,1.0,1996.1152433173422,Data splitting,0.0
0.7,100,0.5,7.982686654177141,Naive,0.5
0.7,100,1.0,12.077437893093716,MLE,0.5
0.7,100,1.0,55451402.52847934,Data splitting,0.3333333333333333
0.7,100,0.75,6.349583058162685,Naive,0.0
0.7,100,1.0,10.49161526686693,MLE,0.0
0.7,100,0.875,3638.674074252292,Data splitting,0.0
0.7,100,1.0,6.116361781161157,Naive,0.0
0.7,100,0.875,12.145529549771942,MLE,0.0
0.7,100,1.0,15.960822406410776,Data splitting,0.0
0.7,100,0.6666666666666666,6.417276743598248,Naive,0.0
0.7,100,0.75,10.442022122920617,MLE,0.0
0.7,100,1.0,16.268429838683794,Data splitting,0.5
0.7,100,0.75,6.133486672396382,Naive,0.0
0.7,100,1.0,13.82892465499713,MLE,0.0
0.7,100,1.0,15.9348633937125,Data splitting,0.0
0.7,100,0.75,7.962507961002164,Naive,0.0
0.7,100,1.0,13.732837281740455,MLE,0.3333333333333333
0.7,100,1.0,5638.488774239498,Data splitting,0.0
0.7,100,0.75,7.897854609863309,Naive,0.0
0.7,100,0.8333333333333334,12.937236069124248,MLE,0.4
0.7,100,1.0,1917.9044562259558,Data splitting,0.4
0.7,100,1.0,7.638625295825724,Naive,0.0
0.7,100,1.0,10.60110005484304,MLE,0.6666666666666666
0.7,100,1.0,14.358556944831662,Data splitting,0.0
0.7,100,0.75,6.360486431059183,Naive,0.0
0.7,100,0.75,10.121772883291454,MLE,0.0
0.7,100,1.0,22372.155735408647,Data splitting,0.3333333333333333
0.7,100,0.875,7.418575116347504,Naive,0.0
0.7,100,0.875,12.354584052966064,MLE,0.0
0.7,100,1.0,2072.5492992643503,Data splitting,0.0
0.7,100,0.5,6.258885132817738,Naive,0.0
0.7,100,1.0,13.066846932705317,MLE,0.8
0.7,100,1.0,1105.0287397874451,Data splitting,0.5
0.7,100,0.75,6.270968527281164,Naive,0.6666666666666666
0.7,100,0.875,12.274297473935793,MLE,0.5
0.7,100,1.0,3390639.4907571636,Data splitting,0.4
0.7,100,0.75,6.319240804747907,Naive,0.0
0.7,100,0.8333333333333334,13.485963376348195,MLE,0.4
0.7,100,1.0,1080.8984088366876,Data splitting,0.5
0.7,100,0.625,8.752640994971982,Naive,0.5
0.7,100,0.75,12.498252029410352,MLE,0.5
0.7,100,1.0,2202.7685695174982,Data splitting,0.4
0.7,100,0.75,6.093711312240379,Naive,0.6666666666666666
0.7,100,1.0,13.244103656407992,MLE,0.5
0.7,100,1.0,12.075079914360613,Data splitting,0.5454545454545454
0.7,100,0.875,7.4579841500039805,Naive,1.0
0.7,100,0.875,12.451573187424126,MLE,0.5
0.7,100,1.0,11.36491418858632,Data splitting,0.6666666666666666
0.7,100,0.5,6.24598601611915,Naive,0.6666666666666666
0.7,100,0.6666666666666666,13.579989499762242,MLE,0.4
0.7,100,1.0,12.239010773460272,Data splitting,0.6666666666666666
0.7,100,0.75,7.889246819555975,Naive,0.5
0.7,100,0.75,12.701321046288808,MLE,0.5
0.7,100,0.875,18.430324922930712,Data splitting,0.5
0.7,100,0.625,8.197250566140518,Naive,0.5
0.7,100,1.0,12.553404304906337,MLE,0.0
0.7,100,1.0,11.810854721210255,Data splitting,0.0
0.7,100,0.875,7.47395261565342,Naive,0.5
0.7,100,0.75,9.718970521436516,MLE,0.0
0.7,100,1.0,13500.923280403498,Data splitting,0.8
0.7,100,0.75,8.661862508839917,Naive,0.5
0.7,100,1.0,13.182689444436676,MLE,0.8
0.7,100,0.6666666666666666,21.89798784195221,Data splitting,0.8
0.7,100,0.9375,8.883668944727114,Naive,0.6666666666666666
0.7,100,1.0,12.164688070570334,MLE,0.0
0.7,100,1.0,12.557431600770826,Data splitting,0.0
0.7,100,0.75,6.123935228214812,Naive,0.0
0.7,100,0.8333333333333334,13.294215292427246,MLE,0.4
0.7,100,0.8333333333333334,797.2392721357893,Data splitting,0.4
0.7,100,1.0,7.560191248550906,Naive,0.5
0.7,100,1.0,13.999741421153779,MLE,0.0
0.7,100,1.0,613.8119396917112,Data splitting,0.3333333333333333
0.7,100,1.0,6.175982233270865,Naive,0.0
0.7,100,0.8333333333333334,13.028192040039839,MLE,0.4
0.7,100,1.0,9781.480090669733,Data splitting,0.4
0.7,100,0.75,8.657884393139739,Naive,0.4
0.7,100,1.0,13.268645617938766,MLE,0.5
0.7,100,1.0,16.05210556950625,Data splitting,1.0
0.7,100,0.75,6.143721874990582,Naive,0.6666666666666666
0.7,100,1.0,12.076625376377905,MLE,0.0
0.7,100,1.0,2092.358935944809,Data splitting,0.4
0.7,100,0.75,6.317777068064425,Naive,0.0
0.7,100,1.0,12.27641581877716,MLE,0.0
0.7,100,1.0,2028.4625547143823,Data splitting,0.0
0.7,100,0.875,7.542905670782838,Naive,0.0
0.7,100,1.0,12.940006132347794,MLE,0.0
0.7,100,1.0,15.185342404987932,Data splitting,1.0
0.7,100,0.75,6.203438737871698,Naive,0.0
0.7,100,0.75,13.63659801650528,MLE,0.4
0.7,100,1.0,19251.686816881494,Data splitting,0.4
0.7,100,0.875,7.787202847294125,Naive,0.0
0.7,100,1.0,13.723833386554153,MLE,0.4
0.7,100,1.0,12.073486130572597,Data splitting,0.0
0.7,100,0.75,6.086265827002606,Naive,0.0
0.7,100,1.0,12.542137129326536,MLE,0.5
0.7,100,1.0,2278.8465657840584,Data splitting,0.6666666666666666
0.7,100,1.0,6.0816055401773,Naive,0.0
0.7,100,0.8333333333333334,12.525774650187385,MLE,0.4
0.7,100,1.0,14671.451606118892,Data splitting,0.8
0.7,100,0.875,8.005074118483986,Naive,0.5
0.7,100,1.0,10.217221599488127,MLE,0.6666666666666666
0.7,100,1.0,23179.38814084024,Data splitting,0.8
0.7,100,0.75,6.126077493584202,Naive,0.6666666666666666
0.7,100,1.0,12.755678472490132,MLE,0.0
0.7,100,1.0,31.424991378653164,Data splitting,0.8
0.7,100,0.875,7.595091977614999,Naive,0.5
0.7,100,1.0,13.44870333958025,MLE,1.0
0.7,100,1.0,12.455140950913341,Data splitting,0.0
0.7,100,1.0,6.103978975854362,Naive,0.0
0.7,100,0.625,12.820592453963883,MLE,0.5
0.7,100,1.0,16.898032262759543,Data splitting,0.5
0.7,100,0.875,7.852472760670721,Naive,0.5
0.7,100,0.5,10.119407725511124,MLE,0.0
0.7,100,1.0,13.015393471964705,Data splitting,0.0
0.7,100,0.75,6.319576482018082,Naive,0.0
0.7,100,1.0,13.040715082040391,MLE,0.4
0.7,100,0.875,15.237325631564907,Data splitting,0.5
0.7,100,1.0,7.175946395713758,Naive,0.5
0.7,100,1.0,10.517104577993708,MLE,0.0
0.7,100,0.75,2132.0536096296482,Data splitting,0.0
0.7,100,0.75,6.041727443819891,Naive,0.0
0.7,100,0.8333333333333334,12.927891379456417,MLE,0.8
0.7,100,1.0,474597.56555080623,Data splitting,0.4
0.7,100,0.75,6.178849881501699,Naive,0.6666666666666666
0.7,100,0.9166666666666666,13.793994086824911,MLE,0.4
0.7,100,0.875,16.43419154281519,Data splitting,0.5
0.7,100,0.5,6.113653111718792,Naive,0.0
0.7,100,1.0,10.018450789774981,MLE,0.5454545454545454
0.7,100,1.0,2644.780403357117,Data splitting,0.6666666666666666
0.7,100,0.75,6.18079512878888,Naive,0.6666666666666666
0.7,100,0.9375,13.538432672817216,MLE,0.6666666666666666
0.7,100,1.0,799.3703837185489,Data splitting,0.8
0.7,100,0.75,7.4963293511801705,Naive,0.5
0.7,100,0.875,13.487010716504454,MLE,0.3333333333333333
0.7,100,1.0,14.031597904260826,Data splitting,0.0
0.7,100,0.75,7.276313597278749,Naive,0.0
0.7,100,0.75,9.876625195125595,MLE,0.0
0.7,100,1.0,10.959895535401342,Data splitting,0.0
0.7,100,0.5,6.0921028408432,Naive,0.0
0.7,100,0.65,15.412112230993747,MLE,0.5714285714285715
0.7,100,1.0,23.227259575491114,Data splitting,0.4
0.7,100,0.875,7.867778820404588,Naive,1.0
0.7,100,0.75,14.070520903984438,MLE,0.8
0.7,100,1.0,1065.7441709922145,Data splitting,0.5
0.7,100,0.75,6.201060672193156,Naive,0.6666666666666666
0.7,100,0.8333333333333334,12.32185083963779,MLE,0.4
0.7,100,1.0,19.44738524722007,Data splitting,0.4
0.7,100,0.75,8.603296681525846,Naive,0.4
0.7,100,0.625,12.589825001975159,MLE,0.5
0.7,100,1.0,1150.297897985838,Data splitting,0.0
0.7,100,1.0,6.0883769040841615,Naive,0.6666666666666666
0.7,100,0.5,10.293968190333587,MLE,0.0
0.7,100,1.0,1651.5966726697834,Data splitting,0.0
0.7,100,0.625,7.580377755729218,Naive,0.0
0.7,100,0.75,10.438062818443594,MLE,0.0
0.7,100,1.0,2932.2763138053915,Data splitting,0.6666666666666666
0.7,100,1.0,6.120458489850408,Naive,0.0
0.7,100,1.0,12.05807548334112,MLE,0.5
0.7,100,1.0,2371.8344949225434,Data splitting,0.6666666666666666
0.7,100,0.75,6.48824534560722,Naive,0.6666666666666666
0.7,100,1.0,12.858984973659451,MLE,0.4
0.7,100,1.0,4722.5981728502975,Data splitting,0.4
0.7,100,0.75,7.618105915428606,Naive,0.5
0.7,100,0.875,11.681150270434642,MLE,0.5
0.7,100,1.0,12.751177109157048,Data splitting,0.6666666666666666
0.7,100,0.9166666666666666,8.36227652944128,Naive,0.4
0.7,100,0.6666666666666666,10.263270654292105,MLE,0.0
0.7,100,1.0,10.521464465971997,Data splitting,0.0
0.7,100,0.75,6.208817102045517,Naive,0.0
0.7,100,1.0,10.407650008914707,MLE,0.6666666666666666
0.7,100,0.9166666666666666,24.976993326690874,Data splitting,0.8
0.7,100,0.75,6.120905033224611,Naive,0.0
0.7,100,0.8333333333333334,13.02284049625696,MLE,0.4
0.7,100,1.0,16.612990831506227,Data splitting,0.4
0.7,100,0.75,8.738689453524367,Naive,0.0
0.7,100,0.75,12.550156244133003,MLE,0.0
0.7,100,0.4166666666666667,838.2145958670627,Data splitting,0.8
0.7,100,1.0,6.1094679487540855,Naive,0.6666666666666666
0.7,100,0.875,13.85468143198376,MLE,0.6666666666666666
0.7,100,0.875,20.52223602180401,Data splitting,0.5
0.7,100,0.75,6.194370852461331,Naive,0.0
0.7,100,1.0,12.942310476839522,MLE,0.5
0.7,100,1.0,12.486751736157915,Data splitting,0.0
0.7,100,0.75,6.146589771628996,Naive,0.0
0.7,100,0.9166666666666666,12.726508742762315,MLE,0.4
0.7,100,1.0,21726.856161906955,Data splitting,0.4
0.7,100,0.625,8.318539911676144,Naive,0.0
0.7,100,1.0,13.208243949959703,MLE,0.0
0.7,100,1.0,13.907865814740079,Data splitting,1.0
0.7,100,0.75,6.28147918935371,Naive,0.6666666666666666
0.7,100,0.875,12.057274566120348,MLE,0.0
0.7,100,0.875,18.76994518994992,Data splitting,0.0
0.7,100,0.75,7.694648585421442,Naive,0.0
0.7,100,0.625,12.784452697592675,MLE,0.5
0.7,100,1.0,14506.157516679114,Data splitting,0.4
0.7,100,0.5,6.496013995694806,Naive,0.6666666666666666
0.7,100,0.875,12.396224093358015,MLE,0.0
0.7,100,0.5,31.02273905964023,Data splitting,0.6666666666666666
0.7,100,0.75,6.372394236359064,Naive,0.0
0.7,100,0.75,11.573311159261957,MLE,0.0
0.7,100,1.0,3020.4768674829465,Data splitting,0.5
0.7,100,0.75,7.631342045924773,Naive,0.5
0.7,100,1.0,13.935455158549546,MLE,0.8
0.7,100,1.0,13.615335474676693,Data splitting,0.0
0.7,100,1.0,6.069197645545134,Naive,0.0
0.7,100,0.75,10.010198092718255,MLE,0.6666666666666666
0.7,100,1.0,2139.3287007693552,Data splitting,0.6666666666666666
0.7,100,0.75,6.59722074988318,Naive,0.6666666666666666
0.7,100,0.8333333333333334,13.045473031202043,MLE,0.4
0.7,100,1.0,3312.3109320095414,Data splitting,0.4
0.7,100,0.8333333333333334,8.754393242705124,Naive,0.4
0.7,100,0.625,13.243658922496305,MLE,0.0
0.7,100,1.0,14.675087002878334,Data splitting,0.0
0.7,100,0.75,7.385711945599832,Naive,0.5
0.7,100,1.0,12.387482252574406,MLE,0.5
0.7,100,1.0,709.0437371217835,Data splitting,0.4
0.7,100,0.75,6.15710738104293,Naive,0.0
0.7,100,0.75,12.985103017407592,MLE,0.0
0.7,100,1.0,3049.919003972417,Data splitting,0.5
0.7,100,0.6666666666666666,6.153750936368399,Naive,0.0
0.7,100,0.75,13.219960875130962,MLE,0.6666666666666666
0.7,100,1.0,2142.3602515723833,Data splitting,0.6666666666666666
0.7,100,0.75,8.64705037828623,Naive,0.8
0.7,100,0.75,13.220384791445689,MLE,0.8
0.7,100,1.0,2247.4082792018144,Data splitting,0.0
0.7,100,0.75,6.147525459801637,Naive,0.6666666666666666
0.7,100,1.0,14.10549907230755,MLE,0.0
0.7,100,1.0,1143.5396634202016,Data splitting,0.5
0.7,100,0.75,6.0749862393450496,Naive,0.0
0.7,100,0.875,11.909887040478523,MLE,1.0
0.7,100,1.0,6096.428647192849,Data splitting,0.5
0.7,100,0.75,6.5416560156166454,Naive,0.6666666666666666
0.7,100,0.875,12.594456206652094,MLE,0.5
0.7,100,1.0,32086.889525400115,Data splitting,0.4
0.7,100,0.875,7.991327128875806,Naive,0.5
0.7,100,1.0,13.157748939006598,MLE,1.0
0.7,100,1.0,12.630482708773712,Data splitting,0.5454545454545454
0.7,100,0.75,7.931768319114267,Naive,1.0
0.7,100,1.0,10.349909993089678,MLE,0.6666666666666666
0.7,100,1.0,6574.93091515271,Data splitting,0.5
0.7,100,0.6666666666666666,6.273002410434876,Naive,0.5454545454545454
0.7,100,0.875,12.506196978992573,MLE,0.5
0.7,100,0.875,16.571638506354816,Data splitting,0.5
0.7,100,0.75,6.202000212817994,Naive,0.0
0.7,100,0.75,10.491500148409994,MLE,0.0
0.7,100,1.0,11.690982396949327,Data splitting,0.0
0.7,100,0.75,6.051592552167694,Naive,0.0
0.7,100,1.0,13.198484458803946,MLE,0.5
0.7,100,1.0,23.77565746639809,Data splitting,0.8
0.7,100,0.75,6.164322306528124,Naive,0.6666666666666666
0.7,100,0.9166666666666666,13.125693857915136,MLE,0.4
0.7,100,0.875,1136.2650192830865,Data splitting,1.0
0.7,100,0.75,6.414461853422715,Naive,0.6666666666666666
0.7,100,0.9166666666666666,13.142373629958927,MLE,0.8
0.7,100,1.0,1032.6460880335508,Data splitting,0.5
0.7,100,0.75,6.175837562548888,Naive,0.0
0.7,100,0.8333333333333334,13.782983966773621,MLE,0.4
0.7,100,1.0,2199.7014156103064,Data splitting,0.6666666666666666
0.7,100,0.75,6.26459986536641,Naive,0.6666666666666666
0.7,100,1.0,11.925161415752958,MLE,0.0
0.7,100,1.0,4401.33197479686,Data splitting,0.5
0.7,100,0.75,6.2514590496122855,Naive,0.0
0.7,100,0.9375,13.509505115522725,MLE,0.6666666666666666
0.7,100,1.0,4803116.487895324,Data splitting,0.6666666666666666
0.7,100,0.8333333333333334,8.292021698016304,Naive,0.8
0.7,100,1.0,10.500608516668386,MLE,0.6666666666666666
0.7,100,0.9166666666666666,876.8552239565269,Data splitting,0.4
0.7,100,0.75,7.758320500518381,Naive,0.5
0.7,100,1.0,12.677126692337218,MLE,0.5
0.7,100,1.0,2633.7316645697983,Data splitting,0.0
0.7,100,0.6666666666666666,6.224022196632518,Naive,0.5454545454545454
0.7,100,0.6666666666666666,10.736702716788551,MLE,0.5454545454545454
0.7,100,1.0,4783.728800046464,Data splitting,0.0
0.7,100,1.0,6.147324044384259,Naive,0.0
0.7,100,1.0,13.524699427259531,MLE,0.6666666666666666
0.7,100,1.0,7780.561596740291,Data splitting,0.6666666666666666
0.7,100,1.0,8.179965849620457,Naive,0.4
0.7,100,1.0,10.384667798044383,MLE,0.0
0.7,100,1.0,14280.78838986368,Data splitting,0.4
0.7,100,0.6666666666666666,6.107002481280726,Naive,0.0
0.7,100,0.8333333333333334,14.586282556621724,MLE,0.4
0.7,100,0.9166666666666666,905.2593739642194,Data splitting,0.4
0.7,100,0.6666666666666666,6.245730392855521,Naive,0.5454545454545454
0.7,100,1.0,14.772829804179537,MLE,0.3333333333333333
0.7,100,1.0,17.218702176949378,Data splitting,0.5
0.7,100,1.0,6.1119458546315695,Naive,0.0
0.7,100,1.0,10.673942998871688,MLE,0.6666666666666666
0.7,100,1.0,12.498753700136842,Data splitting,0.6666666666666666
0.7,100,0.875,7.358391810284182,Naive,0.5
0.7,100,1.0,10.563883608244987,MLE,0.0
